id,date,user,pc,file_tree,activity
{C2B8-T5BY30DB-7509GABX},01/04/2010 13:52:54,EYD2871,PC-9862,,Disconnect
{P7J2-I5NQ29SH-9129NECH},01/04/2010 13:53:01,ARZ3464,PC-7507,R:\;R:\81j9jq4;R:\91M97F6;R:\ARZ3464,Connect
{M1I6-L5RZ96IG-1863LFWE},01/04/2010 13:53:24,CJS1986,PC-0075,,Disconnect
{O7L4-X4EK48TB-9573VMHT},01/04/2010 13:53:30,OAW3013,PC-4864,R:\;R:\13KZ353;R:\OAW3013,Connect
{W0A6-U4EM88BQ-4703BINC},01/04/2010 13:53:35,RSS3182,PC-6697,R:\;R:\18WY6J2;R:\278sQS8;R:\32RZ553;R:\59ygS21;R:\RSS3182,Connect
{T3X0-M0XV45AP-1693ANRB},01/04/2010 13:53:44,CBB2904,PC-1498,,Disconnect
{K8P0-P2TA34FW-2113POBR},01/04/2010 13:53:54,LSL0001,PC-6747,R:\;R:\LSL0001,Connect
{F3P4-D4FZ81DH-0499JQLP},01/04/2010 13:53:54,QAH1315,PC-3767,,Disconnect
{V3A6-D4BY43PS-4213MPFC},01/04/2010 13:53:55,MDG0019,PC-2991,R:\;R:\74fYwW0;R:\84ycy71;R:\893FK19;R:\MDG0019,Connect
{M1R3-L6WY65FR-9530IIKV},01/04/2010 13:54:13,ICH2378,PC-1546,R:\;R:\272VyR8;R:\ICH2378,Connect
{W2R4-Q5SU48VF-7222DJPG},01/04/2010 13:54:33,DCB0401,PC-2094,R:\;R:\17QzT21;R:\36jwTX0;R:\DCB0401,Connect
{Z1E5-Y3SF04DZ-4013DALK},01/04/2010 13:54:41,JKC2754,PC-3138,,Disconnect
{I1J5-K8KI60LO-1835YWFE},01/04/2010 13:54:42,ROH1347,PC-1449,,Disconnect
{S0K1-I8OR92FC-2966CMAQ},01/04/2010 13:54:55,HNB2571,PC-4445,R:\;R:\43nCF41;R:\75X1257;R:\82FM4L2;R:\82X1w85;R:\HNB2571,Connect
{W7K6-T0PF20OL-1715JZAY},01/04/2010 13:55:00,MDG0019,PC-2991,,Disconnect
{S5U1-F2KL32DN-3634QNFG},01/04/2010 13:55:06,BVB1673,PC-8134,,Disconnect
{N1D2-K1MZ12WQ-1162MLIX},01/04/2010 13:55:09,GRY1398,PC-3048,R:\;R:\488Rfb8;R:\628cy29;R:\GRY1398,Connect
{K9T7-C1GT55CL-9454WATQ},01/04/2010 13:55:09,MAH0438,PC-1199,R:\;R:\MAH0438,Connect
{I8F5-T9DW08SV-3419CPQW},01/04/2010 13:55:11,USF1753,PC-9328,,Disconnect
{B6Y0-B6IL81VW-6437ZQUP},01/04/2010 13:55:18,CLR2407,PC-2704,R:\;R:\12Bf2v2;R:\39KkVd0;R:\44m3yx4;R:\83p4727;R:\CLR2407,Connect
{Z4V1-X5SG95ZS-7356HOLF},01/04/2010 13:55:20,MBG3183,PC-3906,R:\;R:\MBG3183,Connect
{E4B3-O1OE02CE-4984DZLG},01/04/2010 13:55:28,OQL3890,PC-4417,,Disconnect
{R9M4-G2JJ94ZU-3611CAFZ},01/04/2010 13:55:36,AKB2312,PC-0937,,Disconnect
{J4S8-C9RG60PO-7135FZKL},01/04/2010 13:55:36,ARV0704,PC-8043,R:\;R:\34P3DK4;R:\71F4457;R:\82KKpt0;R:\ARV0704,Connect
{F3I1-Q3BX73BX-7958LXGM},01/04/2010 13:55:38,IKT0917,PC-9893,,Disconnect
{P5U2-M3RY56UF-1086TWUD},01/04/2010 13:56:05,HGH0727,PC-2482,,Disconnect
{I3Y5-K9AT30KX-9080ERTO},01/04/2010 13:56:05,THH2751,PC-1098,,Disconnect
{B6N5-C3SH55JW-7394NGKL},01/04/2010 13:56:19,AEB3574,PC-1537,,Disconnect
{Z3T4-P3BO33EI-5286MCVZ},01/04/2010 13:56:20,KEC2465,PC-8017,R:\;R:\73m4H75;R:\KEC2465,Connect
{V6G1-K7HG93JC-9088IVQY},01/04/2010 13:56:24,ACG3819,PC-6177,,Disconnect
{R3E1-X8LP18HE-5719RXJU},01/04/2010 13:56:24,MBG3183,PC-3906,,Disconnect
{W9V2-K6YY67QG-5520CKQT},01/04/2010 13:56:28,GNC2237,PC-6077,R:\;R:\25GG473;R:\31J4737;R:\51Wy3R2;R:\GNC2237,Connect
{F1E7-N7KL77KV-1821MXSG},01/04/2010 13:56:47,AIP1614,PC-4251,R:\;R:\64T8Gv4;R:\AIP1614,Connect
{E1A8-I7JZ14VO-2070WXKH},01/04/2010 13:57:10,APA1788,PC-5022,,Disconnect
{O2I2-K4SR06GV-8679FMBE},01/04/2010 13:57:23,AMS0712,PC-3460,R:\;R:\25nc4k2;R:\AMS0712,Connect
{X1C2-N0FA52UV-7192ZCWB},01/04/2010 13:57:34,AIP1614,PC-4251,,Disconnect
{N3J3-Y5PZ86GP-8414QCGX},01/04/2010 13:57:39,ATT1191,PC-2057,R:\;R:\299Vq39;R:\92Qqr11;R:\92yXz81;R:\97bDZ21;R:\ATT1191,Connect
{B8U9-S5FK21FW-4396APBD},01/04/2010 13:57:42,JCP1462,PC-7135,R:\;R:\45CS6d2;R:\79Z31t6;R:\JCP1462,Connect
{Z9G2-U1DC70DS-3755OTUA},01/04/2010 13:57:46,AAF0819,PC-8894,,Disconnect
{F1F5-L4IT83IM-0114UAOV},01/04/2010 13:57:54,NQM0084,PC-8084,R:\;R:\251SNz8;R:\29WTbB0;R:\63T3zH4;R:\89fjjz0;R:\NQM0084,Connect
{E5I7-A3KC46PM-4923PSDQ},01/04/2010 13:57:58,VCV2521,PC-2244,,Disconnect
{R0Q5-J2QQ99JW-5217UEZK},01/04/2010 13:58:11,AIP1614,PC-4251,R:\;R:\64T8Gv4;R:\AIP1614,Connect
{D6W0-J2LF32OI-1162HZIN},01/04/2010 13:58:12,BSM2844,PC-2848,,Disconnect
{H6M3-N8BW95ZB-2404QADV},01/04/2010 13:58:16,CEC1352,PC-7905,,Disconnect
{W2Z5-Y3FY71KC-7876TAZR},01/04/2010 13:58:30,YCL0824,PC-6421,R:\;R:\YCL0824,Connect
{Z5K1-V3KC38XN-1320SXSW},01/04/2010 13:58:31,LCF1216,PC-4777,,Disconnect
{O6H5-O1HQ91SN-6727NWWW},01/04/2010 13:58:39,DGQ3744,PC-0311,,Disconnect
{V3C0-M5XG37MV-2258YELC},01/04/2010 13:58:39,MFK0902,PC-9063,R:\;R:\411sR89;R:\57ScTf0;R:\73Kgtd0;R:\75Mk1n2;R:\MFK0902,Connect
{Q9G2-V3XZ85HG-9566CUNH},01/04/2010 13:58:41,SDH2394,PC-5849,R:\;R:\22B5gX4;R:\SDH2394,Connect
{Z1B9-P7WS16MT-0272PYZL},01/04/2010 13:58:43,XAB0627,PC-2560,,Disconnect
{B9T4-D6SL41OZ-6774NWXK},01/04/2010 13:58:52,IGP2254,PC-0069,R:\;R:\77k2gN4;R:\IGP2254,Connect
{H8N4-M4CW68GB-9773GAXN},01/04/2010 13:58:55,MKM0647,PC-5592,R:\;R:\35r2687;R:\51D4FN4;R:\MKM0647,Connect
{Q5F7-X5PQ92KW-1252MZFK},01/04/2010 13:58:58,NGP0549,PC-3662,,Disconnect
{D3V6-Q6AF67MC-1397JQUJ},01/04/2010 13:59:12,AME1490,PC-1624,R:\;R:\AME1490,Connect
{O8Y9-O5QR86EH-4653CBUK},01/04/2010 13:59:47,ARV0704,PC-8043,,Disconnect
{C2G7-J5FC17UT-8973MKHL},01/04/2010 14:00:02,RSS3182,PC-6697,,Disconnect
{A9N3-F9UU11KF-7034UVWV},01/04/2010 14:00:15,GDH2500,PC-9355,R:\;R:\14JJRl0;R:\32BwkH0;R:\GDH2500,Connect
{Z6Y0-Q4GT98PD-1406FCOT},01/04/2010 14:00:33,ACV1946,PC-5274,R:\;R:\35V97M6;R:\97J8Zw4;R:\ACV1946,Connect
{O1F4-C1FY08GD-6637DJTN},01/04/2010 14:00:49,ICH2378,PC-1546,,Disconnect
{Z0C3-E2OG88GK-8359SMGT},01/04/2010 14:01:05,RMD0792,PC-9512,R:\;R:\RMD0792,Connect
{F7K5-B1CW45TG-5346KPOP},01/04/2010 14:01:06,CKL0697,PC-1639,,Disconnect
{I4H2-V1LH99GS-3988SQLB},01/04/2010 14:01:09,ACF1806,PC-0275,R:\;R:\57N64X6;R:\ACF1806,Connect
{Z6O1-Y3QX53OA-3188WCYL},01/04/2010 14:01:09,OJT3599,PC-9436,R:\;R:\OJT3599,Connect
{H3Q6-H1MH49PW-0303MQJS},01/04/2010 14:01:10,DRC2296,PC-9438,R:\;R:\336pG99;R:\64R77P6;R:\99SL5q2;R:\DRC2296,Connect
{W6Y5-C6TQ15LR-0714WYLO},01/04/2010 14:01:34,TVS0520,PC-3367,,Disconnect
{T3Z0-O7YU64ER-6254PDFX},01/04/2010 14:01:36,JDM1042,PC-1105,,Disconnect
{G3K0-M7JO53VX-7214RRQK},01/04/2010 14:01:37,NQM0084,PC-8084,,Disconnect
{J9F8-P3HZ77EU-4154ESWN},01/04/2010 14:01:39,LTH1795,PC-3312,,Disconnect
{L6D1-U4MM35VM-7792QVWP},01/04/2010 14:01:39,RRD2697,PC-8178,R:\;R:\68Lt8N2;R:\734DT99;R:\75p3537;R:\78h43G6;R:\RRD2697,Connect
{Y3J7-B3MK73WK-4991CVHY},01/04/2010 14:01:40,LMM3366,PC-2176,R:\;R:\44v21G6;R:\55Js753;R:\76d85x6;R:\LMM3366,Connect
{A4X9-D6AW46GH-8660DHSJ},01/04/2010 14:01:41,TFH0544,PC-4354,,Disconnect
{N9J3-A1FT68OK-9482JCKD},01/04/2010 14:01:43,MDH2713,PC-9421,R:\;R:\29sz5R2;R:\43vRV61;R:\63g8877;R:\72Yz513;R:\MDH2713,Connect
{K7P4-W5DF73PG-4252UFQM},01/04/2010 14:01:52,MCW0674,PC-3018,,Disconnect
{U3D8-S6PD78UP-9230GPZN},01/04/2010 14:01:56,DCB0401,PC-2094,,Disconnect
{D3S3-M8WF14DI-9816OGAX},01/04/2010 14:02:07,RMD0792,PC-9512,,Disconnect
{W7Y8-Z4OV98QE-8024HMPS},01/04/2010 14:02:09,VJB1928,PC-7171,R:\;R:\152zlk8;R:\53fm8t2;R:\VJB1928,Connect
{S2J8-D1ZW63RS-0003ZDQE},01/04/2010 14:02:10,CMH2342,PC-1086,,Disconnect
{T5T8-N3KE71DH-6885BJDC},01/04/2010 14:02:30,KCW2117,PC-8304,R:\;R:\KCW2117,Connect
{W4G5-Z1DW19GO-8150YRGM},01/04/2010 14:02:35,HIP0148,PC-3393,,Disconnect
{O2L7-V6XP31SI-3498YVTR},01/04/2010 14:02:55,VDI1217,PC-7996,R:\;R:\14d6137;R:\63nlW61;R:\64kn9n2;R:\VDI1217,Connect
{A9P7-O3SM01AH-0302ENOU},01/04/2010 14:02:58,CLR2407,PC-2704,,Disconnect
{K5O6-K3AJ43PK-1880QDMM},01/04/2010 14:03:00,CAR0992,PC-9203,R:\;R:\43vp4s2;R:\CAR0992,Connect
{H5P5-K8FE01OO-3172VMVF},01/04/2010 14:03:01,JCP1462,PC-7135,,Disconnect
{X9W8-R0MD35CV-2312JAPM},01/04/2010 14:03:02,KBM3460,PC-5483,R:\;R:\19nWkl0;R:\KBM3460,Connect
{I2S1-R6CL01RT-9915XLPS},01/04/2010 14:03:02,OED3393,PC-8007,,Disconnect
{B1M8-O9WV84UV-4631MUNQ},01/04/2010 14:03:15,MDO0606,PC-1061,,Disconnect
{T2A8-D4MQ21YI-8333OCPY},01/04/2010 14:03:16,JRR0769,PC-7787,R:\;R:\53S36c6;R:\72vCjp0;R:\795gB99;R:\91R5717;R:\JRR0769,Connect
{P2H9-Y8IF98TV-4603AAXK},01/04/2010 14:03:23,NTF1342,PC-6155,R:\;R:\NTF1342,Connect
{V4G8-H2AD49FS-6502YQGN},01/04/2010 14:03:27,LUK1182,PC-0841,R:\;R:\47Vp5R2;R:\LUK1182,Connect
{U1S1-L3BG14XE-6211BDKB},01/04/2010 14:03:31,CJS1986,PC-0075,R:\;R:\253sv69;R:\494HHf8;R:\69mRJ11;R:\99n88x6;R:\CJS1986,Connect
{Y9R4-R4IC41ZU-2862ANTG},01/04/2010 14:03:31,LRM1362,PC-7080,R:\;R:\24Kt3g2;R:\54J91g6;R:\76FM343;R:\94mSY91;R:\LRM1362,Connect
{G0T5-M7SN88LO-3017TXFG},01/04/2010 14:03:43,IKT0917,PC-9893,R:\;R:\31ZvbW0;R:\465fQ59;R:\52yZN31;R:\53N5547;R:\IKT0917,Connect
{T3U8-F5NX49ME-8966SXEA},01/04/2010 14:03:46,MNR1903,PC-8398,,Disconnect
{M0C2-R4DE28QY-6633BWGO},01/04/2010 14:03:48,MDH2713,PC-9421,,Disconnect
{A4H2-Z9MI57ZW-7266LAID},01/04/2010 14:03:51,GMM0224,PC-4531,R:\;R:\19ryxx0;R:\34PW7j2;R:\76g9KN4;R:\82mM1T2;R:\GMM0224,Connect
{P3F2-B3OD77AW-6657TFMB},01/04/2010 14:04:11,AAP0352,PC-6708,,Disconnect
{G7E4-X3LI44XT-8305KHUJ},01/04/2010 14:04:26,GDH2500,PC-9355,,Disconnect
{M1W7-M1DE29YL-3031HPVW},01/04/2010 14:04:34,BVB1673,PC-8134,R:\;R:\33rS653;R:\62mSW11;R:\69t56W6;R:\85V6967;R:\BVB1673,Connect
{U1E1-X7GV13PC-4711UMCF},01/04/2010 14:04:35,APP2488,PC-1629,R:\;R:\185PBY8;R:\APP2488,Connect
{R9E2-S3TD43BL-3097TJRC},01/04/2010 14:04:36,HZH0297,PC-9939,R:\;R:\29H2267;R:\452xr69;R:\HZH0297,Connect
{P3O4-Y2BG69MM-3189VVLO},01/04/2010 14:04:43,VTK2978,PC-6750,R:\;R:\671wfV8;R:\97r4347;R:\VTK2978,Connect
{T4B9-S4BD18ZY-7606LIAL},01/04/2010 14:04:44,MKM0647,PC-5592,,Disconnect
{G2Q0-S1HL82XK-6020NCIB},01/04/2010 14:04:46,APP2488,PC-1629,,Disconnect
{T8Y2-N6HD47MV-9868LRGN},01/04/2010 14:04:51,LAH3026,PC-2610,,Disconnect
{Y9X7-L5UB98PK-8819DODL},01/04/2010 14:04:56,GYH3476,PC-2813,R:\;R:\37S4sH4;R:\44m3927;R:\67C88m6;R:\83vl193;R:\GYH3476,Connect
{C8E2-H8GL54WS-9711JNWU},01/04/2010 14:04:56,RMD0792,PC-9512,R:\;R:\RMD0792,Connect
{W4H0-J1QZ30AU-3065FAMP},01/04/2010 14:05:34,LAH3026,PC-2610,R:\;R:\34C42f6;R:\73fhty0;R:\79dh3X2;R:\81xn823;R:\LAH3026,Connect
{G4T6-Y0XR66AZ-4715JPFT},01/04/2010 14:05:52,VHG3993,PC-6500,R:\;R:\33Wp913;R:\VHG3993,Connect
{N4L0-Q4RG79DB-4752FRWO},01/04/2010 14:05:54,DHL2219,PC-8257,R:\;R:\DHL2219,Connect
{O1Q8-O5HV04EG-6118WJUO},01/04/2010 14:06:06,ZNB3313,PC-4730,,Disconnect
{Z2H7-A1GI56DI-8569RYHF},01/04/2010 14:06:10,OJT3599,PC-9436,,Disconnect
{D1J7-V4JG69ZY-2250ZTAI},01/04/2010 14:06:21,QWL3474,PC-2154,R:\;R:\48P1987;R:\58l8gq4;R:\QWL3474,Connect
{T5K9-D1XH57PK-8017FPVB},01/04/2010 14:06:38,DOM0586,PC-9943,R:\;R:\29B1f45;R:\35s19T6;R:\68gqjl0;R:\825YTp8;R:\DOM0586,Connect
{K7L9-Q0HU94CM-1495PJBQ},01/04/2010 14:06:46,CAR0992,PC-9203,,Disconnect
{V9K4-W6GU80EW-0360ZVYX},01/04/2010 14:06:47,HQF1912,PC-4388,R:\;R:\23qm4F2;R:\HQF1912,Connect
{M2P9-C7ZN32OL-1416JRKK},01/04/2010 14:06:50,CID3640,PC-5401,,Disconnect
{Z9Z0-F4OB29EK-5217TJOA},01/04/2010 14:06:56,JPC2507,PC-0747,,Disconnect
{F4Q7-E2HQ16HG-2837XJQZ},01/04/2010 14:07:32,TFH0544,PC-4354,R:\;R:\27K5LJ4;R:\41g5B75;R:\82kLrX0;R:\97X1pj4;R:\TFH0544,Connect
{O5E5-H7DL49ZF-8529QUZO},01/04/2010 14:07:35,GVC1358,PC-8925,R:\;R:\GVC1358,Connect
{C6Z1-F2QC65DJ-0515LIVG},01/04/2010 14:07:49,VJB1928,PC-7171,,Disconnect
{M4S2-T2HZ59MJ-9782KOAW},01/04/2010 14:08:02,NQO2712,PC-0856,R:\;R:\39RN4N2;R:\85cLB51;R:\NQO2712,Connect
{W4C5-N0HR40MI-4494VFLD},01/04/2010 14:08:15,MEW1406,PC-3134,,Disconnect
{N5B8-F4CF41VQ-6090CDRR},01/04/2010 14:08:15,NMM1560,PC-4804,,Disconnect
{M0J8-V0RK65QY-2938DMQW},01/04/2010 14:08:17,FYP1187,PC-8933,R:\;R:\14C2787;R:\14DNW61;R:\15jPC61;R:\415RWs8;R:\FYP1187,Connect
{O2N0-G7IH65EZ-7653OWQC},01/04/2010 14:08:26,TDR0111,PC-0961,R:\;R:\TDR0111,Connect
{A2U7-Z8OP38GY-1307IAZX},01/04/2010 14:08:36,KCW2117,PC-8304,,Disconnect
{R4M7-D0ZL09ET-5404TRRE},01/04/2010 14:08:39,ADB1105,PC-3024,,Disconnect
{Y6G4-N8MW78RN-1090NNNW},01/04/2010 14:08:50,RWS3699,PC-9819,R:\;R:\325QX59;R:\764wy59;R:\RWS3699,Connect
{W4O3-Y6VL57RQ-3886MGJC},01/04/2010 14:09:14,DRC2296,PC-9438,,Disconnect
{I2G6-X2FD18ST-2633IDCW},01/04/2010 14:09:14,SDH1556,PC-1870,,Disconnect
{K1E7-R4HG43DX-8901ITMD},01/04/2010 14:09:29,AIP1614,PC-4251,,Disconnect
{C8D3-H0MA72QX-9137BKZP},01/04/2010 14:09:34,QBL1386,PC-2737,,Disconnect
{A3Y3-N1CZ92GR-1975UYAK},01/04/2010 14:09:39,MFK0902,PC-9063,,Disconnect
{Z1C8-X7HA86AN-4616MVXW},01/04/2010 14:09:42,DGS1079,PC-3856,R:\;R:\17J1997;R:\712TV69;R:\DGS1079,Connect
{P7F3-S6KW50TW-7851XLZB},01/04/2010 14:09:44,ACG3819,PC-6177,R:\;R:\246XP69;R:\62VKd81;R:\ACG3819,Connect
{H8F6-Q3JS01RC-7405JBWN},01/04/2010 14:09:45,FYP1187,PC-8933,,Disconnect
{O1F7-A4DF85DL-3289OCFH},01/04/2010 14:09:45,XHR2377,PC-4953,R:\;R:\25r4527;R:\47C7287;R:\XHR2377,Connect
{I0P8-R0BW70PT-1201HJXM},01/04/2010 14:09:53,EYD2871,PC-9862,R:\;R:\59qyk71;R:\99y2787;R:\EYD2871,Connect
{L9Q4-T9FY16HX-4889ZAHG},01/04/2010 14:09:53,MDG0019,PC-2991,R:\;R:\74fYwW0;R:\84ycy71;R:\893FK19;R:\MDG0019,Connect
{C8U3-O9TN33DW-4448EVXU},01/04/2010 14:10:00,VCV2521,PC-2244,R:\;R:\95gCS61;R:\VCV2521,Connect
{J0J5-M6ML69LH-0136KSEO},01/04/2010 14:10:27,ACF1806,PC-0275,,Disconnect
{Y1V1-D0OD40IX-3700JKOJ},01/04/2010 14:10:27,CCW2381,PC-8235,R:\;R:\38NZt61;R:\CCW2381,Connect
{Y8P2-F2YJ60OU-2715UFHR},01/04/2010 14:10:29,MDG0019,PC-2991,,Disconnect
{Z1P6-V2FD45SA-1049KOZA},01/04/2010 14:10:41,EIY2749,PC-4187,R:\;R:\21c7887;R:\49cH5g2;R:\73J8WL4;R:\992wp69;R:\EIY2749,Connect
{H3T1-N2PR41NV-0568SHSL},01/04/2010 14:10:49,BBT0062,PC-3304,R:\;R:\BBT0062,Connect
{Q0Y4-Y6VF29RX-7478BQXH},01/04/2010 14:11:01,NTF1342,PC-6155,,Disconnect
{I4Y6-K9WA56PS-3052TDPE},01/04/2010 14:11:06,TGP1343,PC-6751,R:\;R:\21JD983;R:\38q7Mn4;R:\TGP1343,Connect
{R8Z6-Q5AH06ND-4208HVZW},01/04/2010 14:11:10,ARZ3464,PC-7507,,Disconnect
{P6Y2-T7YN25OG-8998ZYIV},01/04/2010 14:11:23,PMH3484,PC-6983,R:\;R:\42W8wz4;R:\884bJh8;R:\PMH3484,Connect
{F2V9-X3NB81JN-3607OVEX},01/04/2010 14:11:39,XHR2377,PC-4953,,Disconnect
{Y4J3-V6US94BU-7026HTJL},01/04/2010 14:11:44,TGP1343,PC-6751,,Disconnect
{G0K7-Z5ZU62EL-7512ITJZ},01/04/2010 14:12:13,GYH3476,PC-2813,,Disconnect
{U2Z0-R4NK58YI-9316ZITS},01/04/2010 14:12:33,CCF3529,PC-1616,R:\;R:\CCF3529,Connect
{S1G5-A2NX06AT-2495OCBC},01/04/2010 14:12:34,LLH3157,PC-7736,,Disconnect
{K3O8-C3DR09JJ-1014HLEK},01/04/2010 14:12:40,IWW0699,PC-4520,R:\;R:\IWW0699,Connect
{W0K1-R4SY15TG-8909IEOW},01/04/2010 14:12:41,TJB0540,PC-5538,R:\;R:\23ZTDr0;R:\71q6rZ4;R:\75l3C75;R:\89Yrxx0;R:\TJB0540,Connect
{J1W3-B0AK02HB-6709CVYF},01/04/2010 14:12:45,ICH2378,PC-1546,R:\;R:\272VyR8;R:\ICH2378,Connect
{W4G4-W8AU48RU-5706EGTD},01/04/2010 14:12:54,TVS0520,PC-3367,R:\;R:\12p8v85;R:\51HB2T2;R:\57dvYT0;R:\TVS0520,Connect
{E3P4-P1WH92MF-3365SQNP},01/04/2010 14:13:05,RMD0792,PC-9512,,Disconnect
{E5T3-E9VV53DO-6236KALB},01/04/2010 14:13:23,SIS3576,PC-7467,,Disconnect
{N8T6-R0OV34BT-1702SHVH},01/04/2010 14:13:37,LSL0001,PC-6747,,Disconnect
{A8Z2-N0JZ97JD-3305UOIM},01/04/2010 14:13:42,EEC3193,PC-2162,R:\;R:\117Ft59;R:\71mS263;R:\73jRy41;R:\EEC3193,Connect
{L4Q4-U2UI07EL-5801ZRWJ},01/04/2010 14:14:01,OED3393,PC-8007,R:\;R:\968tD29;R:\97bY243;R:\OED3393,Connect
{X2U6-G1JN51GB-5279AHZB},01/04/2010 14:14:27,RMD0792,PC-9512,R:\;R:\RMD0792,Connect
{T6F3-Y5BI31YS-4617ZTQI},01/04/2010 14:14:46,ARK3198,PC-9151,R:\;R:\ARK3198,Connect
{S1Z9-W0PQ55EW-5716PPPD},01/04/2010 14:14:56,LMM3366,PC-2176,,Disconnect
{M7I7-Y6MI66FZ-6805ZQEV},01/04/2010 14:15:03,TMC3659,PC-7374,R:\;R:\45f9m55;R:\871zl39;R:\TMC3659,Connect
{J7V9-R2PS40NT-0216OKCH},01/04/2010 14:15:10,JNP1240,PC-4625,R:\;R:\JNP1240,Connect
{N8G8-K9IM27IG-3418ZUIJ},01/04/2010 14:15:18,CCF3529,PC-1616,,Disconnect
{U0T6-U4YH51BQ-3400YIII},01/04/2010 14:15:18,RLP3268,PC-9926,R:\;R:\563XqJ8;R:\79R93p6;R:\RLP3268,Connect
{M6C6-N1ZE54JM-0916UPQH},01/04/2010 14:15:21,WDD2677,PC-5115,R:\;R:\24q8647;R:\64W2917;R:\WDD2677,Connect
{Y0Y3-A5SF03DH-4874OYYE},01/04/2010 14:15:22,MDH2713,PC-9421,R:\;R:\29sz5R2;R:\43vRV61;R:\63g8877;R:\72Yz513;R:\MDH2713,Connect
{E7X1-L6UC49CX-4500HWGO},01/04/2010 14:15:38,VAB1526,PC-7156,R:\;R:\44qy7j2;R:\84h2N75;R:\88xGq61;R:\93H55S6;R:\VAB1526,Connect
{N3V2-Y5DG47JX-1414CBQS},01/04/2010 14:15:41,GNC2237,PC-6077,,Disconnect
{N1P4-Q6EZ33VV-7970EHLV},01/04/2010 14:15:42,LRM1362,PC-7080,,Disconnect
{O3T2-R4YU93CO-4818MLCJ},01/04/2010 14:15:46,PMH3484,PC-6983,,Disconnect
{O6R6-E2WZ58RH-8563HKMP},01/04/2010 14:15:59,DGS1079,PC-3856,,Disconnect
{I5Z1-I0AF37RH-2117WFND},01/04/2010 14:16:00,RRD2697,PC-8178,,Disconnect
{U8P6-D1WR32OF-4875GAAA},01/04/2010 14:16:08,JCL0446,PC-6384,R:\;R:\49Z21s6;R:\58RbkX0;R:\83S9jK4;R:\85V8zD4;R:\JCL0446,Connect
{C2R3-K7WA98VO-9098TVOR},01/04/2010 14:16:12,WBH1861,PC-8987,R:\;R:\31css31;R:\WBH1861,Connect
{G1V6-V1LV17HV-0347PNXI},01/04/2010 14:16:16,OJR2085,PC-1587,,Disconnect
{O1D4-O8QS87YG-1948SZGG},01/04/2010 14:16:27,CJS1986,PC-0075,,Disconnect
{G5E4-O6RH57UF-3356LAAP},01/04/2010 14:16:30,DHL2219,PC-8257,,Disconnect
{G4R9-A5KE43YW-4605YGNM},01/04/2010 14:16:32,XHR2377,PC-4953,R:\;R:\25r4527;R:\47C7287;R:\XHR2377,Connect
{Y8C5-N1KA84WV-1957SCGL},01/04/2010 14:16:33,QRJ1597,PC-5898,R:\;R:\38r5797;R:\585qK89;R:\QRJ1597,Connect
{W2D6-X8YX08UZ-0774MIMP},01/04/2010 14:16:39,RAA1455,PC-7117,R:\;R:\46D6D95;R:\51Vrb41;R:\84q4JP4;R:\88l7W95;R:\RAA1455,Connect
{Q8P0-Y9IK48HV-7041VTRU},01/04/2010 14:16:53,CJS1986,PC-0075,R:\;R:\253sv69;R:\494HHf8;R:\69mRJ11;R:\99n88x6;R:\CJS1986,Connect
{P4N2-E9FR08TK-6255URCR},01/04/2010 14:17:02,XHR2377,PC-4953,,Disconnect
{C0J5-L4JK72YZ-4035UKGW},01/04/2010 14:17:06,CJS1986,PC-0075,,Disconnect
{K9U7-U8RC70BR-5218DGJT},01/04/2010 14:17:28,FYP1187,PC-8933,R:\;R:\14C2787;R:\14DNW61;R:\15jPC61;R:\415RWs8;R:\FYP1187,Connect
{F0G3-U8AX55PX-5949NTEE},01/04/2010 14:17:31,GMM0224,PC-4531,,Disconnect
{Q8D4-P8FB26ON-4410UWCZ},01/04/2010 14:17:34,LAH3026,PC-2610,,Disconnect
{L8N5-O2HM06GR-9904HFBZ},01/04/2010 14:17:35,AMS0712,PC-3460,,Disconnect
{D5V0-T2GO33UL-4591AHRZ},01/04/2010 14:18:16,RSG0687,PC-8994,R:\;R:\52d73F6;R:\893VRF8;R:\99F8737;R:\RSG0687,Connect
{W6O4-W5IA60RK-4862QUMN},01/04/2010 14:18:19,HQF1912,PC-4388,,Disconnect
{K6K2-W9HE97FB-5108DCZF},01/04/2010 14:18:25,BVB1673,PC-8134,,Disconnect
{M0T9-J6KX87CP-5310MBBH},01/04/2010 14:18:29,MAG2667,PC-9526,,Disconnect
{M4V0-B1HV94RW-7496DJKH},01/04/2010 14:18:34,RWS3699,PC-9819,,Disconnect
{K6U4-K7WA16ZK-8110YXZX},01/04/2010 14:18:38,RMD0792,PC-9512,,Disconnect
{G6U5-U6QD83YF-5302GZDE},01/04/2010 14:18:44,YCL0824,PC-6421,,Disconnect
{M7E5-U5EG40OY-8085PLLS},01/04/2010 14:18:53,JRR0769,PC-7787,,Disconnect
{V5S8-V2GT27NL-8306VLVN},01/04/2010 14:18:54,KDC0444,PC-6964,R:\;R:\27w9mY4;R:\36yJGQ0;R:\53c2tZ4;R:\73c1Qw4;R:\KDC0444,Connect
{Y4Y6-X8MT53VR-1393EBLL},01/04/2010 14:18:58,RSG0687,PC-8994,,Disconnect
{G5Y7-P6CC88DI-8946MAAD},01/04/2010 14:19:05,VTK2978,PC-6750,,Disconnect
{G1A5-I8NS52LR-2269GXEJ},01/04/2010 14:19:10,IWW0699,PC-4520,,Disconnect
