id,date,user,pc,activity
{B6S3-Y2KP28PG-6359DTQJ},01/04/2010 07:59:00,RSG2931,PC-0351,Logon
{X5G1-G3EC42KT-3600RHSQ},01/04/2010 07:59:00,SCJ0179,PC-3726,Logon
{N4K5-U6AC54JA-9425BTWV},01/04/2010 07:59:00,SVM3947,PC-0224,Logon
{N6N0-X4AO09YQ-9398WEBE},01/04/2010 07:59:00,TKC0514,PC-5772,Logon
{Y8N8-W8FL17YG-1847SIHC},01/04/2010 07:59:00,TLK0003,PC-7021,Logon
{A8Y4-Z3XZ31AK-9879YFAH},01/04/2010 07:59:00,VCV2521,PC-2244,Logon
{F5U4-C2DN28VN-7210VMJW},01/04/2010 07:59:00,WAH2778,PC-5702,Logon
{C3F1-J5QV76LP-2516MEDJ},01/04/2010 07:59:00,WES2531,PC-0803,Logon
{G2E8-A3GQ87UP-5027KNRT},01/04/2010 07:59:00,WMR2625,PC-7724,Logon
{G2B5-I6TB28TQ-5096JQPM},01/04/2010 07:59:00,YKW3832,PC-2158,Logon
{F7E1-I8SY33GJ-8616RQAD},01/04/2010 08:00:00,AAW0894,PC-9756,Logon
{K6Y8-I7ID78BA-1407KXSE},01/04/2010 08:00:00,AIJ3995,PC-5503,Logon
{R6G0-X1HU33EB-8012LJMK},01/04/2010 08:00:00,AIP1614,PC-4251,Logon
{M7Z3-H4PG99KT-4280HHUB},01/04/2010 08:00:00,AJO2788,PC-7606,Logon
{G7Z0-X4UD74FG-7739TIQL},01/04/2010 08:00:00,AJS3021,PC-4517,Logon
{Y6Z8-S6ZT18AL-3473PMPK},01/04/2010 08:00:00,AJS3899,PC-5142,Logon
{O9A2-P6XM68CY-4333MVPR},01/04/2010 08:00:00,APB1122,PC-1759,Logon
{G5A7-K7GX01VR-9186BBHW},01/04/2010 08:00:00,APB3823,PC-4062,Logon
{E0H8-K8LO28QE-9761XMVP},01/04/2010 08:00:00,APH2985,PC-8746,Logon
{H6W7-A6JZ22BY-9820BWPW},01/04/2010 08:00:00,ASS0280,PC-0388,Logon
{Z6C3-R2CO08BI-6049NQQT},01/04/2010 08:00:00,ATF3951,PC-9344,Logon
{L7M4-N2IS51AH-4360MHGV},01/04/2010 08:00:00,BBA1230,PC-0598,Logon
{C5N7-H0SM03QO-5804XHKN},01/04/2010 08:00:00,BDU0497,PC-5063,Logon
{U8W3-L4YJ30CF-5586TLTS},01/04/2010 08:00:00,BGH2610,PC-1136,Logon
{U1G9-Z0JY88CX-4155ULPB},01/04/2010 08:00:00,BGK0603,PC-3679,Logon
{W9Y6-H5ZS56WK-8806OTHM},01/04/2010 08:00:00,BHM0430,PC-8815,Logon
{J9J7-G6NT12AT-2589OLTD},01/04/2010 08:00:00,BJC3423,PC-7585,Logon
{F5U3-B5AX31HR-5063HOAX},01/04/2010 08:00:00,BLY1039,PC-8109,Logon
{P6O7-J1LL85JL-6681NOUS},01/04/2010 08:00:00,BTV0644,PC-5327,Logon
{I7M9-J9BX65BS-9103YIJJ},01/04/2010 08:00:00,CAG2236,PC-4482,Logon
{R9K7-L0ZH75HY-6362AECY},01/04/2010 08:00:00,CBB2904,PC-1498,Logon
{V2P6-I4UN49VF-2613DBWD},01/04/2010 08:00:00,CBC3175,PC-8335,Logon
{D5C8-D6SI30QT-2433OJYP},01/04/2010 08:00:00,CCF2298,PC-6995,Logon
{Q7F2-H3OQ34KH-6374MRWO},01/04/2010 08:00:00,CDL0867,PC-5223,Logon
{F6F1-X2QF29LL-3122VSOY},01/04/2010 08:00:00,CGB3928,PC-4431,Logon
{G5B0-Y0OG02BM-2726NRKE},01/04/2010 08:00:00,CSR3140,PC-2055,Logon
{U7A2-U2VP18ES-1521BLUI},01/04/2010 08:00:00,DRF3306,PC-5429,Logon
{B8Q7-P0EN63VU-0239EXXO},01/04/2010 08:00:00,DSD1293,PC-9495,Logon
{G7L8-N6YV10RB-0239BVIN},01/04/2010 08:00:00,EAP1555,PC-7544,Logon
{S1C2-B7PY29EW-4283RVKB},01/04/2010 08:00:00,ECM3591,PC-8654,Logon
{X6Z2-N0QA77WP-9179UQPV},01/04/2010 08:00:00,ECS3353,PC-6657,Logon
{S3O2-A3VX88OF-5709ENIJ},01/04/2010 08:00:00,EFC1153,PC-2177,Logon
{G5K2-O1QV78GA-6515CHWV},01/04/2010 08:00:00,ENR1304,PC-9705,Logon
{Q5T5-X0CF12XZ-3983KRYR},01/04/2010 08:00:00,FGG3666,PC-6285,Logon
{D2U5-V6QU32PM-3141YUSX},01/04/2010 08:00:00,GAB3758,PC-3046,Logon
{I8F2-Q3EH44EL-0731BJAV},01/04/2010 08:00:00,GOM0090,PC-2547,Logon
{S0C3-I3ES52TO-5020WAFK},01/04/2010 08:00:00,HBS2551,PC-3909,Logon
{B0Z9-J5ME61BM-6551RKID},01/04/2010 08:00:00,HDG2848,PC-6348,Logon
{C8Q1-D8KL64NX-2767PMUN},01/04/2010 08:00:00,IBM1752,PC-3459,Logon
{Y8S4-L5JJ64UI-1312NJAE},01/04/2010 08:00:00,ICB3167,PC-4546,Logon
{D4G6-J9GD76RL-2373VCAM},01/04/2010 08:00:00,IIG0772,PC-7241,Logon
{N0J5-H7JU15EO-6806KECN},01/04/2010 08:00:00,IJC1553,PC-5817,Logon
{H6X5-G0IF73KW-5817HSVD},01/04/2010 08:00:00,IJM3356,PC-1733,Logon
{Y2U6-A7BX72XB-6307IOFU},01/04/2010 08:00:00,ISM0130,PC-7774,Logon
{Q5X3-P5QV04YR-9110XHCR},01/04/2010 08:00:00,JAD3672,PC-3294,Logon
{W5Z5-G1HV86EV-4007CPVM},01/04/2010 08:00:00,JAY3851,PC-8807,Logon
{A1G9-E0EV83IV-0267AWXA},01/04/2010 08:00:00,JBW2054,PC-7586,Logon
{C8T9-R7AB08EB-1503KXKI},01/04/2010 08:00:00,JCC2287,PC-9085,Logon
{W2Q0-S4RR01GI-9617SRXB},01/04/2010 08:00:00,JDR0436,PC-8811,Logon
{L7U8-A7MQ35HX-6796KKOC},01/04/2010 08:00:00,JGH0493,PC-3085,Logon
{F7I7-C7HK90JO-4305SKUM},01/04/2010 08:00:00,JIB1218,PC-8659,Logon
{Q2F8-R0PL53GB-3000WVTI},01/04/2010 08:00:00,JMF3362,PC-5715,Logon
{Y9N6-K5ZX19DO-3340UMSB},01/04/2010 08:00:00,JNC2650,PC-7138,Logon
{I5A3-N8YK64JG-5668BTWG},01/04/2010 08:00:00,KKL1310,PC-9915,Logon
{L7K6-E1RR07OL-2680FFML},01/04/2010 08:00:00,KKM0309,PC-5095,Logon
{J8H9-N2PY84MU-6553JWCS},01/04/2010 08:00:00,KKP2284,PC-7764,Logon
{C7P0-Y4VZ48RL-3551XRUJ},01/04/2010 08:00:00,KRH0589,PC-3433,Logon
{S3H4-R6YA38NW-8565HNWX},01/04/2010 08:00:00,KSM1772,PC-7881,Logon
{B7N4-E0LL89IO-6806MUMM},01/04/2010 08:00:00,LEC3857,PC-2675,Logon
{V2K0-L2BP29IH-9808VACY},01/04/2010 08:00:00,LMM3366,PC-2176,Logon
{A9D7-R8JZ37AG-3992QAXA},01/04/2010 08:00:00,LYB3419,PC-5935,Logon
{N8S3-N6UK84OM-6198SMRH},01/04/2010 08:00:00,MBP1728,PC-0565,Logon
{U2B5-B2WX68PE-4311RDET},01/04/2010 08:00:00,MCJ3137,PC-2059,Logon
{Y2L5-S1BB20NR-9016EBUM},01/04/2010 08:00:00,MDF1222,PC-4551,Logon
{X7G2-E1DW05TT-5019RZET},01/04/2010 08:00:00,MDS0285,PC-6719,Logon
{K9H1-F5MU90WH-2587DSQK},01/04/2010 08:00:00,MHR0581,PC-8256,Logon
{L0F8-Z2QP14VT-2615HJSF},01/04/2010 08:00:00,MPH0153,PC-8227,Logon
{K9P9-U1ZQ00AT-0662KNZE},01/04/2010 08:00:00,MSB0830,PC-8696,Logon
{W4R0-G1JW15OF-8606FZLO},01/04/2010 08:00:00,MWG1570,PC-0031,Logon
{R5X3-B3CK00FR-5995AITZ},01/04/2010 08:00:00,NCR2854,PC-8271,Logon
{I8Y5-T3SR97TY-9614HONV},01/04/2010 08:00:00,NDH3827,PC-0516,Logon
{S1X4-M0JT80CC-5536YIEC},01/04/2010 08:00:00,NEB0371,PC-2253,Logon
{A0H9-V6GX54KI-4396MJVU},01/04/2010 08:00:00,NMW0896,PC-8493,Logon
{K1X6-I3KG97AR-7520MHAM},01/04/2010 08:00:00,NPK0369,PC-8461,Logon
{B8Y9-I3OC90XI-1028AWYD},01/04/2010 08:00:00,ODS0893,PC-6980,Logon
{B2F0-R7HJ75VZ-4257CQZB},01/04/2010 08:00:00,PLJ3274,PC-7940,Logon
{K4I8-Y8DZ35PV-3175LOKW},01/04/2010 08:00:00,PMF0768,PC-5810,Logon
{D1C1-Q7PO78RR-8731FSGP},01/04/2010 08:00:00,PTG0587,PC-2724,Logon
{T8K0-L9FN96QY-3503DPOV},01/04/2010 08:00:00,QAH1315,PC-3767,Logon
{Q5H7-R4KI94UG-2836NLXD},01/04/2010 08:00:00,QIC1832,PC-0378,Logon
{J5F6-W3BR40BF-6007NEIQ},01/04/2010 08:00:00,RGB1346,PC-8345,Logon
{P0K7-O2UH77QK-6454HFLO},01/04/2010 08:00:00,RHO0678,PC-9728,Logon
{V9D3-M2QD18DP-9705RBCU},01/04/2010 08:00:00,RIB1582,PC-1108,Logon
{M7S9-C0FM57GD-0641BJXK},01/04/2010 08:00:00,RKA2561,PC-7076,Logon
{L1M7-V8MM41XA-9017CXZE},01/04/2010 08:00:00,RMR0341,PC-4828,Logon
{J7H1-N0IZ49QO-3408SSDR},01/04/2010 08:00:00,RSV3166,PC-8992,Logon
{A1L5-U9KY57DS-1089IIKB},01/04/2010 08:00:00,SAB3286,PC-7219,Logon
{U6N6-X3NW36RQ-0226NFQQ},01/04/2010 08:00:00,SAC0374,PC-4937,Logon
{I0N6-F3MD71EF-4291YKNF},01/04/2010 08:00:00,SAH2292,PC-5946,Logon
{B2S9-O3KH32DA-7958DDFI},01/04/2010 08:00:00,SAM3855,PC-2428,Logon
{I3C5-Q1CZ76DK-4018FUAC},01/04/2010 08:00:00,SDC2793,PC-9174,Logon
{D2V8-D1ML62SV-3803WOPY},01/04/2010 08:00:00,SKF2105,PC-1069,Logon
{A0B8-H0EQ15FT-2907XXZP},01/04/2010 08:00:00,SOB0089,PC-6172,Logon
{U7L5-G7AM37ZY-5859MVNA},01/04/2010 08:00:00,SSF3031,PC-7727,Logon
{Z5Y5-W2VP58FC-5002YSOI},01/04/2010 08:00:00,STK2397,PC-1931,Logon
{X6K4-R3JT19TU-4193GSFX},01/04/2010 08:00:00,TBB1547,PC-3495,Logon
{Z4R5-W6LV76ZH-5505CPSA},01/04/2010 08:00:00,TCP2520,PC-7506,Logon
{W1O6-O9GS87US-6432TWVI},01/04/2010 08:00:00,TNS1233,PC-5748,Logon
{D5Z9-R8LI68LJ-0681YWQQ},01/04/2010 08:00:00,UOM3363,PC-4047,Logon
{R3G0-L4JH60TE-1265OVMH},01/04/2010 08:00:00,VNG0916,PC-9010,Logon
{C1B5-O2DB24IP-5181BADM},01/04/2010 08:00:00,WEB3897,PC-5585,Logon
{S9C8-B4KB47YH-9656BISE},01/04/2010 08:00:00,WLL1133,PC-0383,Logon
{A2P5-F9OG35UD-2762ADJW},01/04/2010 08:00:00,ZJS1776,PC-3877,Logon
{Q5Q2-M5PY81TE-3007UCAW},01/04/2010 08:00:00,ZJS2648,PC-6028,Logon
{R1C1-Z2LL89RM-8120HTEV},01/04/2010 08:00:00,ZNA0921,PC-4344,Logon
{N8K7-F4JR08AC-3893BWLE},01/04/2010 08:01:00,ACG0312,PC-4136,Logon
{M4Y8-T8PX83EV-4896RFJU},01/04/2010 08:01:00,ADG1430,PC-0641,Logon
{E2R9-S2BO96YY-3125ANHE},01/04/2010 08:01:00,AJC3010,PC-8864,Logon
{F5G4-Y2RN45NN-1224PJBH},01/04/2010 08:01:00,AOP1542,PC-1535,Logon
{G6D8-A9PD71GP-6310ZQTW},01/04/2010 08:01:00,BDB2163,PC-0401,Logon
{Q8Y9-T1WM83CJ-3036UYKU},01/04/2010 08:01:00,CDC3413,PC-1539,Logon
{Y9Y8-U8NQ71WY-7810BKAD},01/04/2010 08:01:00,DDG0528,PC-0668,Logon
{C3J0-I5OC25SN-0087WSXZ},01/04/2010 08:01:00,DKM2980,PC-2612,Logon
{G8W4-J4CE92YS-3479QXKP},01/04/2010 08:01:00,DWB0865,PC-2364,Logon
{P5E5-T6BV46EX-6695VVNP},01/04/2010 08:01:00,ILH2989,PC-4373,Logon
{B9T7-P8OR78KM-3816ORWN},01/04/2010 08:01:00,JBT1035,PC-5306,Logon
{P8Y1-O6JI76YM-4289DLVS},01/04/2010 08:01:00,JDH1550,PC-9183,Logon
{B5D9-K1MC80FI-3817OXHW},01/04/2010 08:01:00,JDM1042,PC-1105,Logon
{Y1F2-L1KI12VY-6402QQKA},01/04/2010 08:01:00,JSH0887,PC-3038,Logon
{F2Q8-P3NV18WL-1817HAFK},01/04/2010 08:01:00,KBG1117,PC-6532,Logon
{P3Z4-D0LA82RC-0319TAUG},01/04/2010 08:01:00,KBK3593,PC-3488,Logon
{F2G8-O1GQ05EC-1704LTKH},01/04/2010 08:01:00,KVB3830,PC-1011,Logon
{B5W1-D7DN51FG-2853SOLA},01/04/2010 08:01:00,LNB2991,PC-7755,Logon
{Q8S8-R7EX93UE-9113KTBU},01/04/2010 08:01:00,MRB0796,PC-1791,Logon
{H7P8-H5OV64EU-4195DBCC},01/04/2010 08:01:00,OLR2564,PC-9736,Logon
{T8G9-V5YO12KS-7029IGFQ},01/04/2010 08:01:00,QSG3297,PC-2882,Logon
{D3G7-S3PK97KV-1427IQBW},01/04/2010 08:01:00,RGP0451,PC-9433,Logon
{Q5R3-V4IG17BH-3388ZHGW},01/04/2010 08:01:00,RNC3417,PC-8376,Logon
{E1R1-E8AY99UD-4612XUJX},01/04/2010 08:01:00,SDF3082,PC-3560,Logon
{I2Y9-V7HO07JN-8773EYIY},01/04/2010 08:01:00,SSA0346,PC-1267,Logon
{G9P4-V2GZ74RG-7577UHID},01/04/2010 08:01:00,TAM3048,PC-9889,Logon
{D5T7-F9TB65HM-3439RLBV},01/04/2010 08:01:00,TJL3603,PC-5918,Logon
{K7U9-Z3UW46CB-9154NBQJ},01/04/2010 08:01:00,VTK2978,PC-6750,Logon
{A7R0-B1KJ62MO-2945KQNP},01/04/2010 08:01:00,WSC2981,PC-0758,Logon
{A4U2-H1PP68MG-5418YQSL},01/04/2010 08:01:29,BGB3045,PC-4322,Logon
{V9D3-E9GW83NK-3797WFOE},01/04/2010 08:02:00,ABP2917,PC-7947,Logon
{C9U4-T7EQ68FG-9247PLVN},01/04/2010 08:02:00,AIY3991,PC-9788,Logon
{N8B1-S0XK91IL-6074UQIT},01/04/2010 08:02:00,BCB0521,PC-1164,Logon
{B7L8-V1NS84TJ-3013AKWT},01/04/2010 08:02:00,BGA0892,PC-9376,Logon
{G9K6-B0DM18XU-0460CSUS},01/04/2010 08:02:00,BNW3985,PC-9454,Logon
{L8H1-Y5VC00US-3961DDJS},01/04/2010 08:02:00,CDP0340,PC-4636,Logon
{E2R2-J5NI22YV-1539SOTC},01/04/2010 08:02:00,CHC0252,PC-8009,Logon
{X3N4-E5IU12FP-9957EAAG},01/04/2010 08:02:00,CHL3430,PC-9894,Logon
{V0E1-A3YP67QG-2436JUVR},01/04/2010 08:02:00,CJM3315,PC-0055,Logon
{Z7G7-H2IL47IX-6314PLOM},01/04/2010 08:02:00,CNR1031,PC-4809,Logon
{D8W9-N8ZD27XC-0675PIJI},01/04/2010 08:02:00,CWH0038,PC-6173,Logon
{K8G6-W6UY87RR-6443RJDX},01/04/2010 08:02:00,DDH1041,PC-4794,Logon
{S4M5-Z0WN30DM-1116VTGA},01/04/2010 08:02:00,DKE0797,PC-9641,Logon
{E5O4-T5XY80RO-8029THCU},01/04/2010 08:02:00,DSF2557,PC-0250,Logon
{P6X3-S7TS70ET-1012XTGX},01/04/2010 08:02:00,ERG3905,PC-4872,Logon
{L8Y0-Y7GS67OQ-9618WTRK},01/04/2010 08:02:00,GDM3835,PC-6546,Logon
{M0P7-M4SU88UG-2834XHPK},01/04/2010 08:02:00,GJG0852,PC-1901,Logon
{Y2R5-O7FV00EF-8511YSGP},01/04/2010 08:02:00,HMM2628,PC-4056,Logon
{V7R9-F4KY31LD-8368NXOI},01/04/2010 08:02:00,ITM0906,PC-2764,Logon
{I5D0-C7WD38TA-4245IUGZ},01/04/2010 08:02:00,JCF0800,PC-0245,Logon
{E8I3-W7WQ48HU-9067DLPS},01/04/2010 08:02:00,JCR1536,PC-8486,Logon
{X7V2-A1XH17LU-3718LQLG},01/04/2010 08:02:00,JLW3598,PC-6910,Logon
{O2U0-V6UA96BB-2965SQUI},01/04/2010 08:02:00,JOA0305,PC-6330,Logon
{J9N7-A8CC10NO-5605QZIP},01/04/2010 08:02:00,JYB0262,PC-2438,Logon
{R5O1-L3AJ31KY-3942VJZS},01/04/2010 08:02:00,KBP0384,PC-9322,Logon
{T2T9-M2PY94MM-1821HAMX},01/04/2010 08:02:00,KBP0899,PC-3987,Logon
{L1C1-K3FV00ND-7813WVLV},01/04/2010 08:02:00,KWR1544,PC-9824,Logon
{B6N3-K5HQ87NJ-4537BUZP},01/04/2010 08:02:00,MHS1125,PC-2859,Logon
{K9S2-P1BH61QL-8077XILR},01/04/2010 08:02:00,MJH3822,PC-5904,Logon
{B3B8-W2FP34OR-8408VNNT},01/04/2010 08:02:00,MYB3817,PC-0757,Logon
{A8V4-Z6LL29KL-8274TORO},01/04/2010 08:02:00,NBH3076,PC-1506,Logon
{Q3A1-T1YL03FZ-0319JTWC},01/04/2010 08:02:00,NHW0864,PC-3831,Logon
{S7B7-R9TS71FE-8382INZB},01/04/2010 08:02:00,NNB3989,PC-1526,Logon
{O7X4-B6IO12GK-7205GCOE},01/04/2010 08:02:00,PEV3955,PC-4993,Logon
{D6J9-G4MU36QK-8956WXEX},01/04/2010 08:02:00,REF3266,PC-4107,Logon
{I3C8-F9MD34HD-8911JUOW},01/04/2010 08:02:00,RKH3803,PC-6603,Logon
{A3X1-E0ED52EQ-7540VTEY},01/04/2010 08:02:00,RPB0029,PC-1502,Logon
{I8U1-L5WX86BH-6624LWMG},01/04/2010 08:02:00,RVH0535,PC-2179,Logon
{Z4V3-U0EK75IH-4748QUSY},01/04/2010 08:02:00,SAB3860,PC-9388,Logon
{X6T9-G7JX04WX-4718WHAA},01/04/2010 08:02:00,SDH1556,PC-1870,Logon
{S9T1-C0MY33BI-4700BNTK},01/04/2010 08:02:00,SFL0092,PC-1876,Logon
{W7Y3-K3DC28BV-9000YKIK},01/04/2010 08:02:00,SGP1124,PC-1967,Logon
{L4P7-F0QG70GQ-0776XYXX},01/04/2010 08:02:00,TAC3425,PC-7247,Logon
{G8B9-B8NT10RF-3418CDJD},01/04/2010 08:02:00,TPM0039,PC-1423,Logon
{T5N2-Z0GD04HE-5705HNEO},01/04/2010 08:02:00,TPS1568,PC-3022,Logon
{X8Q2-O1SA36QS-0450BSYG},01/04/2010 08:02:00,TWK1773,PC-9338,Logon
{M4N4-O2BT87IG-9329LMOW},01/04/2010 08:02:00,VEB3671,PC-1038,Logon
{Y3F2-Z5KW88KS-3168ZJLX},01/04/2010 08:02:00,YKW1763,PC-6673,Logon
{G1Z8-W2RI00BJ-4321FCJM},01/04/2010 08:03:00,AMJ3174,PC-8088,Logon
{B1J2-M6XD97GD-9621VJML},01/04/2010 08:03:00,ATM1615,PC-9996,Logon
{P9P4-L6LL26DB-6826RZAN},01/04/2010 08:03:00,BCC0456,PC-3768,Logon
{S3K3-A0YW90DN-1703KJWH},01/04/2010 08:03:00,BKF1545,PC-9378,Logon
{P3C2-N9CH87XX-0561ATJG},01/04/2010 08:03:00,CCL1770,PC-3219,Logon
{R2U9-W6GD89OD-1649GTRT},01/04/2010 08:03:00,CDS3824,PC-9261,Logon
{J0O1-T1XO99QF-1931BING},01/04/2010 08:03:00,CZT2970,PC-0105,Logon
{V4D9-H1RV23IA-1862NFXK},01/04/2010 08:03:00,DAB2580,PC-9427,Logon
{I9X7-E7RX21WW-0021THKQ},01/04/2010 08:03:00,DAB3255,PC-7829,Logon
{N7J2-J1GO02BH-8704DDIM},01/04/2010 08:03:00,DCM3288,PC-6390,Logon
{U4K1-I5CI48UK-2192GOWJ},01/04/2010 08:03:00,DNN0488,PC-6088,Logon
{M4O2-X1OH27KQ-9776AKMY},01/04/2010 08:03:00,DTC2566,PC-7298,Logon
{L2C2-F7FA10WA-3926FMQM},01/04/2010 08:03:00,EBD2562,PC-0947,Logon
{T5Y3-O7BX56LS-1547VVYZ},01/04/2010 08:03:00,GCN1743,PC-8848,Logon
{V2I7-F2SP43RZ-7113MHJL},01/04/2010 08:03:00,GES2626,PC-8285,Logon
{S3Z0-W2EC22GA-3822FFQW},01/04/2010 08:03:00,GRP0277,PC-2590,Logon
{M6V3-J9SY82IH-8208LETK},01/04/2010 08:03:00,GWM3260,PC-1775,Logon
{K2H1-W1IS80CO-6618PTRD},01/04/2010 08:03:00,GZM3990,PC-1306,Logon
{R5N0-O3HC21BX-0985OERT},01/04/2010 08:03:00,HBB1759,PC-3037,Logon
{U8E8-U6ZZ12CR-1853UMDW},01/04/2010 08:03:00,HHM0869,PC-2942,Logon
{D7U1-Y1FH97KV-1343VQGS},01/04/2010 08:03:00,HJD3439,PC-7083,Logon
{Y9F7-S9LO62FB-6134MYPV},01/04/2010 08:03:00,JRA0522,PC-6856,Logon
{D7N9-I4EF94ZD-3080UVZK},01/04/2010 08:03:00,KDC2976,PC-2058,Logon
{O4N9-D8JP57JS-3971GDMD},01/04/2010 08:03:00,KGD3278,PC-3658,Logon
{X4D1-P6ND87VU-7592KWJZ},01/04/2010 08:03:00,LDB3304,PC-4961,Logon
{H5H7-I5SA23NQ-7805GHIG},01/04/2010 08:03:00,MBR3261,PC-7635,Logon
{Z0D3-Q2ZY20LK-7376LCIW},01/04/2010 08:03:00,MPB2578,PC-0946,Logon
{R1B6-I7CA30UD-2013QPOI},01/04/2010 08:03:00,NRT1320,PC-2545,Logon
{J1O5-X9BZ22OV-7319QQPB},01/04/2010 08:03:00,PGM0342,PC-7971,Logon
{H5B3-D8HK76TQ-3200AAIY},01/04/2010 08:03:00,RAH3181,PC-9078,Logon
{J9W2-M7XY58AR-4400HINJ},01/04/2010 08:03:00,RMD0792,PC-9512,Logon
{H6G2-V4GD92FW-6758NGAM},01/04/2010 08:03:00,SHB2106,PC-8427,Logon
{P7Z5-S1XJ12CO-2150PQCG},01/04/2010 08:03:00,TBL2581,PC-7109,Logon
{E8U3-T2FJ93FA-6004YSLY},01/04/2010 08:03:00,TCB0061,PC-3349,Logon
{O5S0-E6RW01TQ-3391NMIG},01/04/2010 08:03:00,TGH3351,PC-0681,Logon
{P4P4-P2RC59QC-3571IEVW},01/04/2010 08:03:00,TKE3293,PC-9905,Logon
{B9S7-C7IY21IT-8918KZLH},01/04/2010 08:03:00,TRW3172,PC-0415,Logon
{T7M5-G9JT31DW-6291SWTQ},01/04/2010 08:03:00,VSJ2569,PC-2097,Logon
{D9Z7-A8AK49SW-2712MDDV},01/04/2010 08:03:00,XSF3982,PC-3419,Logon
{Q7O1-P9VH27FQ-3597UWIT},01/04/2010 08:03:00,YNW2855,PC-0624,Logon
{L6O7-R9QN72VU-8775LHYZ},01/04/2010 08:04:00,AVT0526,PC-0671,Logon
{V6W9-H4SE65WI-6507HTJW},01/04/2010 08:04:00,CCB3173,PC-2141,Logon
{U0M2-S0EC23SB-7383QTHL},01/04/2010 08:04:00,CCL3272,PC-6360,Logon
{N6A8-U6XP26FH-3434XXAO},01/04/2010 08:04:00,CKH0799,PC-4773,Logon
{N3Z1-U2NI33ZT-5125HKIO},01/04/2010 08:04:00,CMH3077,PC-3289,Logon
{D6E8-M8ZK48VC-5824MKFI},01/04/2010 08:04:00,EGP2104,PC-7916,Logon
{Q9R8-Z2KU33NL-6766DZAI},01/04/2010 08:04:00,EKM0863,PC-9201,Logon
{L5V2-S1LZ25DB-7392XHHI},01/04/2010 08:04:00,GJS0494,PC-2198,Logon
{D6S4-T0WZ87BF-9282QBMB},01/04/2010 08:04:00,GOR0861,PC-0133,Logon
{W9W4-G1YR04SO-8349TMUA},01/04/2010 08:04:00,HTR1551,PC-1026,Logon
{Q8E9-F6EH81IM-9557CQZR},01/04/2010 08:04:00,HYK3300,PC-0170,Logon
{R4S5-D2MQ27MS-0512BWSX},01/04/2010 08:04:00,IIW0036,PC-0487,Logon
{E7I6-D9UQ83KW-5372KPFS},01/04/2010 08:04:00,IMH2964,PC-9166,Logon
{L7W8-U1MD36HQ-1495WASE},01/04/2010 08:04:00,JNM0905,PC-5566,Logon
{Q6G1-W0HK77QU-2277XKAE},01/04/2010 08:04:00,JRM0871,PC-8308,Logon
{Z1B6-A0SM21MZ-5089OXFI},01/04/2010 08:04:00,JSR3988,PC-0482,Logon
{F6A4-L2UU42TW-0512QJSS},01/04/2010 08:04:00,JTV1040,PC-7457,Logon
{J9U0-J1JK46EH-8318GRRJ},01/04/2010 08:04:00,JUG0498,PC-0246,Logon
{E8R7-N9QW49VQ-4301UTVJ},01/04/2010 08:04:00,KDT3290,PC-3145,Logon
{J9F5-N6BW96CM-8381BWQS},01/04/2010 08:04:00,KHP1043,PC-2293,Logon
{F8Y9-P6MW01SD-8220GCPU},01/04/2010 08:04:00,KSO2224,PC-6807,Logon
{G2Y0-J1WD95CI-2605QVGS},01/04/2010 08:04:00,LAC0994,PC-0591,Logon
{V3Z9-I8CA35BB-4468XZJS},01/04/2010 08:04:00,MCQ1546,PC-5116,Logon
{T1H4-J6IU81DT-8310DWZS},01/04/2010 08:04:00,MEC0781,PC-4778,Logon
{L6A5-Z0LR62KZ-9628IDMG},01/04/2010 08:04:00,NHR1220,PC-0822,Logon
{N6E0-I1JH34KK-1046VJSB},01/04/2010 08:04:00,NKD3073,PC-7314,Logon
{E2Q3-G3HA16DT-9928FXFW},01/04/2010 08:04:00,NRN1312,PC-8944,Logon
{H6E1-S8WQ83YV-3516NZOL},01/04/2010 08:04:00,NSR2539,PC-3893,Logon
{T8E4-V9HM91NX-8262TCBZ},01/04/2010 08:04:00,PJF2579,PC-4351,Logon
{F1N7-S4TA14KH-3214VYRV},01/04/2010 08:04:00,REC2555,PC-8429,Logon
{J3X3-T0ZI29HQ-2990PUJF},01/04/2010 08:04:00,RGB0901,PC-5873,Logon
{E7F1-M2LU30CZ-7163MGEQ},01/04/2010 08:04:00,SHS3176,PC-5386,Logon
{U8Y7-Z3ZX33FB-0593MQEU},01/04/2010 08:04:00,SJC3900,PC-9962,Logon
{B2Y0-S7SU70NX-5392FSGL},01/04/2010 08:04:00,SLS2992,PC-0473,Logon
{R6I6-I8BE50SL-4769NFQU},01/04/2010 08:04:00,SLV2969,PC-5219,Logon
{B7A5-G9SQ32GC-1228XPLY},01/04/2010 08:04:00,SOH3595,PC-8244,Logon
{A3D7-P0WF33WU-4841QRAM},01/04/2010 08:04:00,TKS1549,PC-5128,Logon
{J1Y1-K7TI55HL-1366DBJG},01/04/2010 08:04:00,UNB3986,PC-0951,Logon
{O4A4-K5WN06BQ-8982OKDA},01/04/2010 08:04:00,WET2108,PC-5781,Logon
{G2Z7-N4MS70RX-7925KMWU},01/04/2010 08:04:00,WHL3282,PC-9869,Logon
{V8Q6-T6HZ50TE-8453REEW},01/04/2010 08:04:00,WSH1130,PC-2507,Logon
{M5N7-O7OO29XR-3504ZXXD},01/04/2010 08:04:56,JGN1767,PC-9949,Logon
{J6F2-C4HT62KC-6529HTSA},01/04/2010 08:05:00,ABG3605,PC-0414,Logon
